start,goal,net_add,net_del,net_temp,full_path,path,action,a_star_cost,a_star_ops,a_star_add,a_star_del,a_star_temp
4|1,3*4|1,1,0,0,[4|1]~~{(+3)}~~>[3*4|1],[4|1]~>[3*4|1],{(+3)}~,1.1,1,1,0,0
4|1,5|1,,,,N/A,N/A,N/A,,,,,
4|1,2*5|1,,,,N/A,N/A,N/A,,,,,
3*4|1,|1,,,,N/A,N/A,N/A,,,,,
3*4|1,1|1,,,,N/A,N/A,N/A,,,,,
3*4|1,2|1,,,,N/A,N/A,N/A,,,,,
3*4|1,3|1,,,,N/A,N/A,N/A,,,,,
3*4|1,4|1,,,,N/A,N/A,N/A,,,,,
3*4|1,5|1,,,,N/A,N/A,N/A,,,,,
3*4|1,2*5|1,,,,N/A,N/A,N/A,,,,,
5|1,|1,,,,N/A,N/A,N/A,,,,,
5|1,1|1,1,1,0,[5|1]~~{(+1)}~~>[1|1],[5|1]~>[1|1],{(+1)}~,1.1,1,1,0,0
5|1,2|1,1,1,0,[5|1]~~{(+2)(-5)}~~>[2|1],[5|1]~>[2|1],{(+2)(-5)}~,11.1,1,1,1,0
5|1,3|1,1,1,0,[5|1]~~{(+3)}~~>[3|1],[5|1]~>[3|1],{(+3)}~,1.1,1,1,0,0
5|1,4|1,1,1,0,[5|1]~~{(+4)}~~>[4|1],[5|1]~>[4|1],{(+4)}~,1.1,1,1,0,0
5|1,3*4|1,2,1,0,[5|1]~~{(+3  4)}~~>[3*4|1],[5|1]~>[3*4|1],{(+3  4)}~,1.2,1,2,0,0
5|1,2*5|1,1,0,0,[5|1]~~{(+2)}~~>[2*5|1],[5|1]~>[2*5|1],{(+2)}~,1.1,1,1,0,0
2*5|1,|1,,,,N/A,N/A,N/A,,,,,
2*5|1,1|1,1,2,0,[2*5|1]~~{(+1)}~~>[1|1],[2*5|1]~>[1|1],{(+1)}~,1.1,1,1,0,0
2*5|1,2|1,0,1,0,[2*5|1]~~{(-5)}~~>[2|1],[2*5|1]~>[2|1],{(-5)}~,11.0,1,0,1,0
2*5|1,3|1,1,2,0,[2*5|1]~~{(+3)}~~>[3|1],[2*5|1]~>[3|1],{(+3)}~,1.1,1,1,0,0
2*5|1,4|1,1,2,0,[2*5|1]~~{(+4)}~~>[4|1],[2*5|1]~>[4|1],{(+4)}~,1.1,1,1,0,0
2*5|1,3*4|1,2,2,0,[2*5|1]~~{(+3  4)}~~>[3*4|1],[2*5|1]~>[3*4|1],{(+3  4)}~,1.2,1,2,0,0
2*5|1,5|1,0,1,0,[2*5|1]~~{(-2)}~~>[5|1],[2*5|1]~>[5|1],{(-2)}~,11.0,1,0,1,0
